GSM5956321	GSM5956322	GSM5956323	GSM5956324	GSM5956325	GSM5956326	GSM5956327	GSM5956328	GSM5956329	GSM5956330	GSM5956331	GSM5956332	GSM5956333	GSM5956334	GSM5956335	GSM5956336	GSM5956337	GSM5956338
chr16_31688831	3.44444444444444	6.88888888888889	6.44444444444444	2.55555555555556	11.1111111111111	12	5.83333333333333	5.44444444444444	12.2222222222222	15.5555555555556	12.0555555555556	6.33333333333333	0	7.33333333333333	2	15.0555555555556	10.7777777777778	0
chr3_92148830	6.61111111111111	2.88888888888889	4.11111111111111	8.11111111111111	7.88888888888889	2	0	1.88888888888889	3.77777777777778	10.4444444444444	1.33333333333333	3	7.44444444444444	1.88888888888889	7.83333333333333	3.77777777777778	2	3.66666666666667
chr3_92163351	14.4444444444444	8.5	6.61111111111111	13.6666666666667	7.61111111111111	15	13.8333333333333	3.77777777777778	17.0555555555556	6.44444444444444	17.1111111111111	7.88888888888889	10.7777777777778	4.66666666666667	8.5	10	9.22222222222222	14.6666666666667
chr1_78562834	7.72222222222222	4.88888888888889	2.72222222222222	7.33333333333333	3.77777777777778	10	3.16666666666667	2.55555555555556	6.33333333333333	14.1666666666667	20.4444444444444	13.8888888888889	8.11111111111111	16.5555555555556	13.7777777777778	9.88888888888889	13.2222222222222	4.11111111111111
chr7_59213596	17.1111111111111	15.1111111111111	9.55555555555556	10	17.1111111111111	13.8888888888889	11.8333333333333	10.3333333333333	21.1111111111111	8.5	17.5555555555556	10	14.4444444444444	15.8888888888889	20.7222222222222	11.1111111111111	9.55555555555556	16.5555555555556
chr7_59236596	8.5	10.2777777777778	1.38888888888889	21.1111111111111	10.3888888888889	10	0	12.2222222222222	21.1111111111111	6.22222222222222	2.83333333333333	19	11.1111111111111	5.88888888888889	19.2777777777778	12.2222222222222	11	5.44444444444444
chr2_168402984	3.66666666666667	7.61111111111111	6.11111111111111	0	3.66666666666667	4.77777777777778	5.77777777777778	1.55555555555556	2	4.11111111111111	9.66666666666667	7.72222222222222	5.44444444444444	4.05555555555556	1.66666666666667	2.61111111111111	10.9444444444444	0
chr18_18147356	1.5	4.66666666666667	2.55555555555556	4.55555555555556	2	0	5.88888888888889	0	2.88888888888889	1.05555555555556	2	0.444444444444444	2	3.88888888888889	3.94444444444444	2	2.33333333333333	5.77777777777778
chr3_26883782	6.77777777777778	15.5	12.2222222222222	0	9.5	10.2222222222222	8.66666666666667	12.0555555555556	10.5555555555556	12.8888888888889	9.22222222222222	3.27777777777778	8.94444444444444	13.5555555555556	7.72222222222222	9.83333333333333	14.3888888888889	0
chr1_78848044	6.88888888888889	8.44444444444444	5.44444444444444	8.44444444444444	5.05555555555556	8.05555555555556	0	5.05555555555556	0	10.3333333333333	6.66666666666667	10.1111111111111	3	0	6.11111111111111	11.8333333333333	8.11111111111111	5.44444444444444
chr6_80634867	4.11111111111111	2	3.55555555555556	0	4.38888888888889	5.88888888888889	6.94444444444444	1.55555555555556	4.11111111111111	2	3.38888888888889	0	0.444444444444444	3.55555555555556	0	2	3.66666666666667	5.88888888888889
chr19_26018152	6.16666666666667	6.61111111111111	8.72222222222222	8.11111111111111	10.7777777777778	1.88888888888889	9	14.7777777777778	4.55555555555556	7.83333333333333	3	1.16666666666667	5.88888888888889	7.33333333333333	5.66666666666667	0	7	10.5
chr19_26073194	1.55555555555556	3.38888888888889	5.44444444444444	6.11111111111111	2.88888888888889	3.38888888888889	8.94444444444444	4.88888888888889	7	7.33333333333333	12.6111111111111	2.66666666666667	4.77777777777778	3.38888888888889	5.16666666666667	0.111111111111111	12.2222222222222	6.61111111111111
chr2_129410777	15.3888888888889	14.5555555555556	22.2777777777778	15	16.3333333333333	8.22222222222222	11.3333333333333	18.8888888888889	10	10.3333333333333	19.9444444444444	10.3333333333333	13.5555555555556	20.4444444444444	7.83333333333333	6.11111111111111	11.6111111111111	8.11111111111111
chr2_129415777	3.66666666666667	5.11111111111111	10.2222222222222	2.66666666666667	4.77777777777778	10	11.1111111111111	10.5	0.111111111111111	6.61111111111111	13.7777777777778	5.88888888888889	12.7222222222222	13.2222222222222	0.111111111111111	13.5	0.111111111111111	5.61111111111111
chr7_34907183	3.66666666666667	2.77777777777778	7.44444444444444	5.44444444444444	2	0.444444444444444	10	8.88888888888889	4.11111111111111	1.94444444444444	0.111111111111111	7	4.66666666666667	5.88888888888889	0.111111111111111	5.88888888888889	5.88888888888889	9.16666666666667
chrX_107612733	3.66666666666667	8.11111111111111	2	1.94444444444444	11.3888888888889	6.61111111111111	2.55555555555556	1.94444444444444	2.11111111111111	3.77777777777778	2.55555555555556	0.777777777777778	2.22222222222222	1.55555555555556	3.66666666666667	7.83333333333333	2.88888888888889	0.111111111111111
chr1_157342836	9.5	3.55555555555556	7.83333333333333	0.888888888888889	4.77777777777778	5.88888888888889	0	2.55555555555556	4.66666666666667	6.44444444444444	2.77777777777778	7.94444444444444	0.444444444444444	4.77777777777778	1.55555555555556	0.888888888888889	4.88888888888889	4.77777777777778
chr1_144094092	16.5	1.66666666666667	9	8.22222222222222	6	9.22222222222222	11.1111111111111	3.66666666666667	16.5	11	7.11111111111111	3.77777777777778	5.5	10.3333333333333	10.3333333333333	10	0.444444444444444	6.05555555555556
chr1_144097092	4.66666666666667	10.3333333333333	9.66666666666667	4.66666666666667	6.77777777777778	10.1111111111111	11.1111111111111	10.2777777777778	9.22222222222222	3.44444444444444	5.5	1	8.44444444444444	5.38888888888889	7.88888888888889	1.38888888888889	1.38888888888889	3.88888888888889
chr7_112555866	0	6.72222222222222	0.555555555555556	0	4.11111111111111	8.66666666666667	4.94444444444444	1.33333333333333	2.33333333333333	2.88888888888889	7.22222222222222	1.66666666666667	1.72222222222222	5.44444444444444	3.22222222222222	3.66666666666667	0.444444444444444	10.0555555555556
chr11_51281758	2.55555555555556	4.88888888888889	0	4.11111111111111	4.77777777777778	0.111111111111111	3.55555555555556	3.5	2.33333333333333	5.5	1.88888888888889	4.38888888888889	1.77777777777778	3.05555555555556	5.05555555555556	0.444444444444444	8.05555555555556	4.22222222222222
chr3_89869671	21.1111111111111	19.2777777777778	28.9444444444444	15.1111111111111	25.4444444444444	13.0555555555556	16.7777777777778	12.8888888888889	11.1111111111111	17.6666666666667	20.8888888888889	27.1666666666667	22.1111111111111	21.1111111111111	11.7222222222222	12.3333333333333	6.94444444444444	14.7777777777778
chr19_26897303	21.7222222222222	14.6111111111111	24.6666666666667	12.3888888888889	12.8333333333333	35.7222222222222	22.2777777777778	22.7777777777778	10.2222222222222	17.0555555555556	12.5	13.0555555555556	22.9444444444444	19.2777777777778	16.8888888888889	16.8888888888889	10.6111111111111	17.8888888888889
chr6_23808514	1.88888888888889	0.444444444444444	7.66666666666667	1	11	0.111111111111111	4.55555555555556	2.44444444444444	5.88888888888889	1.88888888888889	3	3.66666666666667	5.55555555555556	9	1.88888888888889	8.44444444444444	10.3333333333333	0.555555555555556
chr22_13750122	8.44444444444444	3.38888888888889	7.61111111111111	2.83333333333333	5.77777777777778	4.77777777777778	4.05555555555556	2.88888888888889	2.88888888888889	3.66666666666667	4.77777777777778	4.77777777777778	4.88888888888889	1.88888888888889	1.22222222222222	2.55555555555556	1.77777777777778	1.88888888888889
chr11_56683227	6.88888888888889	9.11111111111111	10.1111111111111	11.6666666666667	6.88888888888889	7	3	8.88888888888889	5.77777777777778	3.55555555555556	4.55555555555556	5.66666666666667	4.88888888888889	7.83333333333333	3.77777777777778	10.8888888888889	6.88888888888889	10.9444444444444
chr2_184947164	18	12.2222222222222	10.0555555555556	16.2222222222222	18.2222222222222	12.8888888888889	24.7777777777778	18.1666666666667	12.1111111111111	18.2222222222222	16.7222222222222	13.3888888888889	17.5555555555556	19.9444444444444	22.6666666666667	15	15.1111111111111	25.8888888888889
chr16_37037258	8.5	7.05555555555556	12.1111111111111	17.1111111111111	11.6666666666667	12.5	6.16666666666667	2.88888888888889	11.3333333333333	12.3333333333333	5.66666666666667	6.44444444444444	14.9444444444444	3.16666666666667	12.2222222222222	6.88888888888889	14.7777777777778	11.8333333333333
chr12_97220568	6.38888888888889	3.16666666666667	4.77777777777778	2	1.55555555555556	4.88888888888889	3.11111111111111	2	2.11111111111111	3.77777777777778	7.72222222222222	6	1.38888888888889	9.5	12.1666666666667	2.55555555555556	0	1.94444444444444
chr5_68378837	9.16666666666667	8.88888888888889	7.55555555555556	7.05555555555556	11.8333333333333	10.6111111111111	12.9444444444444	13.6666666666667	10.9444444444444	5.88888888888889	7.44444444444444	4.88888888888889	12.2222222222222	1.55555555555556	4.66666666666667	6.44444444444444	4.05555555555556	4.94444444444444
chr1_162453095	0.888888888888889	2.88888888888889	4.66666666666667	2	3.16666666666667	4.88888888888889	5.11111111111111	5.88888888888889	2	2	3.22222222222222	4.83333333333333	7.55555555555556	8.44444444444444	3.77777777777778	3.77777777777778	3.22222222222222	3.77777777777778
chr16_26824740	0	4.94444444444444	7.22222222222222	6.77777777777778	7.55555555555556	6.88888888888889	2.88888888888889	3.61111111111111	3.77777777777778	5.77777777777778	10.7777777777778	4.66666666666667	2.83333333333333	3.55555555555556	0.444444444444444	2.88888888888889	4.66666666666667	11
chr4_57340210	2.83333333333333	8.44444444444444	10.4444444444444	6.11111111111111	4.88888888888889	7.94444444444444	3.66666666666667	7.77777777777778	8.72222222222222	1.66666666666667	2.55555555555556	11	1.16666666666667	10.3333333333333	6.11111111111111	4.11111111111111	8.66666666666667	6.22222222222222
chr4_57385252	4.66666666666667	2	4.77777777777778	4.11111111111111	4.55555555555556	7.55555555555556	2.94444444444444	1.77777777777778	3.66666666666667	5.88888888888889	4.77777777777778	3.77777777777778	9.22222222222222	6.88888888888889	2.44444444444444	5.77777777777778	6.11111111111111	5.88888888888889
chr4_137497220	7.61111111111111	17.4444444444444	12.2222222222222	7	9	5.5	8.33333333333333	9.16666666666667	12.2222222222222	2.61111111111111	5.77777777777778	10.7777777777778	8.44444444444444	15.5555555555556	4.88888888888889	9.22222222222222	6.22222222222222	6.94444444444444
chr4_137499741	0	6.22222222222222	11.3333333333333	4.88888888888889	5.88888888888889	1.55555555555556	5.5	9.55555555555556	9.22222222222222	5.05555555555556	4.66666666666667	3.77777777777778	3.77777777777778	0	4.55555555555556	3.77777777777778	5.05555555555556	8.72222222222222
chr1_164460086	17.6666666666667	28.9444444444444	12.8333333333333	15.7777777777778	21.9444444444444	15.8888888888889	29.4444444444444	21.9444444444444	24.6111111111111	22.8888888888889	13.7777777777778	21.7222222222222	20.4444444444444	20.4444444444444	21.1111111111111	12.8888888888889	22.7777777777778	23.7777777777778
chr10_2631932	4.77777777777778	0.444444444444444	0.111111111111111	4.88888888888889	3.38888888888889	0.888888888888889	2	3	1.22222222222222	7.66666666666667	2.44444444444444	3.77777777777778	2	1.33333333333333	0.111111111111111	1.05555555555556	3.38888888888889	5.77777777777778
chr16_37205384	9.22222222222222	22.8888888888889	7	18.3888888888889	8.44444444444444	29.1111111111111	11.1111111111111	24.6111111111111	20.0555555555556	13.5555555555556	22.8888888888889	22.4444444444444	11.3888888888889	34.6666666666667	21.1111111111111	15.5	12.1111111111111	14.5555555555556
chr14_17359768	3.77777777777778	6.61111111111111	1.33333333333333	4.11111111111111	4.66666666666667	2.72222222222222	2	0.111111111111111	3.77777777777778	2.72222222222222	3.11111111111111	3.66666666666667	1.55555555555556	2.72222222222222	0.888888888888889	0	1.33333333333333	5.38888888888889
chr14_17365768	6.44444444444444	11.3333333333333	7.72222222222222	11.1111111111111	12.2222222222222	14.6666666666667	13.7777777777778	4.88888888888889	13.7777777777778	6.88888888888889	7.88888888888889	10.5555555555556	11.7777777777778	13.4444444444444	14.7777777777778	21.3333333333333	8.11111111111111	11.1111111111111
chr21_11894257	3.77777777777778	11.3333333333333	7.11111111111111	3.66666666666667	2	1.94444444444444	8.44444444444444	6.94444444444444	4.66666666666667	3.77777777777778	6.22222222222222	5.5	6.16666666666667	6.44444444444444	3.77777777777778	2.77777777777778	7.44444444444444	11.1111111111111
chr8_44221550	9.83333333333333	3.77777777777778	1.55555555555556	7.88888888888889	6.5	0.5	4.11111111111111	4.61111111111111	9	7.83333333333333	3.66666666666667	0	3.5	2.55555555555556	8.11111111111111	3.38888888888889	4.22222222222222	4.66666666666667
chr7_85330311	9.22222222222222	0	5.38888888888889	6.05555555555556	8.33333333333333	5.38888888888889	10	7.94444444444444	6.5	4.61111111111111	10.3333333333333	0	10.4444444444444	3.77777777777778	5.77777777777778	4.11111111111111	14.8333333333333	4.11111111111111
chr7_85332311	12.3333333333333	20.4444444444444	11	12.6666666666667	8.33333333333333	7.44444444444444	1.66666666666667	14.9444444444444	8.44444444444444	11.3333333333333	7.72222222222222	3.16666666666667	7.77777777777778	2	10.3333333333333	12.2222222222222	3.55555555555556	13.1111111111111
chr3_132946381	12	32.4444444444444	11.1111111111111	22.1111111111111	14.9444444444444	12.2222222222222	17.1111111111111	12.1111111111111	8.33333333333333	24.6111111111111	9.22222222222222	22.1111111111111	19.1111111111111	19.8333333333333	9.83333333333333	16.8888888888889	8.66666666666667	12.6666666666667
chr5_57943151	15.0555555555556	21.1111111111111	15.6666666666667	12.6666666666667	12.9444444444444	17.5555555555556	12.8888888888889	16.2222222222222	12.8333333333333	16.5555555555556	16.8888888888889	7.44444444444444	18.8888888888889	25.4444444444444	4.22222222222222	15.9444444444444	16.5555555555556	24.6111111111111
chr13_85124664	0.555555555555556	5.44444444444444	4.66666666666667	5.44444444444444	4.11111111111111	2	2	5.16666666666667	2	2.33333333333333	4.11111111111111	1.77777777777778	5.5	4.66666666666667	7.72222222222222	3.61111111111111	8.72222222222222	2
